+-----------+----------------------------------------------------------------------+--------+------+
|  IMDb_id  |                                Title                                 | Rating | Year |
| tt0417397 | 9 rota                                                               | 7.1    | 2005 |
| tt0120102 | Seven Years in Tibet                                                 | 7.1    | 1997 |
| tt0098439 | Tango & Cash                                                         | 6.4    | 1989 |
| tt0349683 | King Arthur                                                          | 6.3    | 2004 |
| tt0758774 | Body of Lies                                                         | 7.0    | 2008 |
| tt0465602 | Shoot 'Em Up                                                         | 6.6    | 2007 |
| tt0312004 | The Curse of the Were-Rabbit                                         | 7.5    | 2005 |
| tt0138097 | Shakespeare in Love                                                  | 7.1    | 1998 |
| tt1091722 | Adventureland                                                        | 6.8    | 2009 |
| tt0822832 | Marley & Me                                                          | 7.0    | 2008 |
| tt0070608 | Robin Hood                                                           | 7.5    | 1973 |
| tt0119567 | The Lost World: Jurassic Park                                        | 6.5    | 1997 |
| tt1424381 | Predators                                                            | 6.4    | 2010 |
| tt0401445 | A Good Year                                                          | 6.9    | 2006 |
| tt0938283 | The Last Airbender                                                   | 4.0    | 2010 |
| tt0438097 | Ice Age: The Meltdown                                                | 6.8    | 2006 |
| tt0479952 | Madagascar: Escape 2 Africa                                          | 6.6    | 2008 |
| tt0065421 | The AristoCats                                                       | 7.1    | 1970 |
| tt0068646 | The Godfather                                                        | 9.2    | 1972 |
| tt0800320 | Clash of the Titans                                                  | 5.8    | 2010 |
| tt0403702 | Youth in Revolt                                                      | 6.5    | 2009 |
| tt0232500 | The Fast and the Furious                                             | 6.8    | 2001 |
| tt0322259 | 2 Fast 2 Furious                                                     | 5.9    | 2003 |
| tt0268978 | A Beautiful Mind                                                     | 8.2    | 2001 |
| tt0443274 | Vantage Point                                                        | 6.6    | 2008 |
| tt0454841 | The Hills Have Eyes                                                  | 6.4    | 2006 |
| tt0304141 | Harry Potter and the Prisoner of Azkaban                             | 7.9    | 2004 |
| tt0427309 | The Great Debaters                                                   | 7.5    | 2007 |
| tt0301357 | Good Bye Lenin!                                                      | 7.7    | 2003 |
| tt0388482 | Transporter 2                                                        | 6.3    | 2005 |
| tt0163025 | Jurassic Park III                                                    | 5.9    | 2001 |
| tt1905041 | Furious 6                                                            | 7.0    | 2013 |
| tt1549920 | The Last Stand                                                       | 6.3    | 2013 |
| tt1060277 | Cloverfield                                                          | 7.0    | 2008 |
| tt0926084 | Harry Potter and the Deathly Hallows: Part 1                         | 7.7    | 2010 |
| tt1013752 | Fast & Furious                                                       | 6.5    | 2009 |
| tt0417741 | Harry Potter and the Half-Blood Prince                               | 7.6    | 2009 |
| tt0424095 | Flushed Away                                                         | 6.6    | 2006 |
| tt0303461 | Firefly                                                              | 9.0    | 2002 |
| tt1007028 | Zack and Miri Make a Porno                                           | 6.5    | 2008 |
| tt0814255 | Percy Jackson & the Olympians: The Lightning Thief                   | 5.8    | 2010 |
| tt0048280 | Lady and the Tramp                                                   | 7.3    | 1955 |
| tt0419887 | The Kite Runner                                                      | 7.6    | 2007 |
| tt1091191 | Lone Survivor                                                        | 7.5    | 2013 |
| tt2334879 | White House Down                                                     | 6.3    | 2013 |
| tt1335975 | 47 Ronin                                                             | 6.2    | 2013 |
| tt1298650 | Pirates of the Caribbean: On Stranger Tides                          | 6.6    | 2011 |
| tt1649419 | Lo imposible                                                         | 7.5    | 2012 |
| tt0385752 | The Golden Compass                                                   | 6.1    | 2007 |
| tt1596343 | Fast Five                                                            | 7.3    | 2011 |
| tt1854564 | Percy Jackson: Sea of Monsters                                       | 5.7    | 2013 |
| tt0493464 | Wanted                                                               | 6.7    | 2008 |
| tt1899353 | Serbuan maut                                                         | 7.6    | 2011 |
| tt0800369 | Thor                                                                 | 7.0    | 2011 |
| tt2294629 | Frozen                                                               | 7.4    | 2013 |
| tt0120855 | Tarzan                                                               | 7.3    | 1999 |
| tt0247638 | The Princess Diaries                                                 | 6.3    | 2001 |
| tt0212346 | Miss Congeniality                                                    | 6.3    | 2000 |
| tt0478087 | 21                                                                   | 6.8    | 2008 |
| tt0086250 | Scarface                                                             | 8.3    | 1983 |
| tt1527186 | Melancholia                                                          | 7.1    | 2011 |
| tt0343818 | I, Robot                                                             | 7.1    | 2004 |
| tt0066995 | Diamonds Are Forever                                                 | 6.5    | 1971 |
| tt0963966 | The Sorcerer's Apprentice                                            | 6.1    | 2010 |
| tt0208003 | Big Momma's House                                                    | 5.2    | 2000 |
| tt0119282 | Hercules                                                             | 7.3    | 1997 |
| tt0101414 | Beauty and the Beast                                                 | 8.0    | 1991 |
| tt0121164 | Corpse Bride                                                         | 7.3    | 2005 |
| tt0086006 | Never Say Never Again                                                | 6.1    | 1983 |
| tt0859163 | The Mummy: Tomb of the Dragon Emperor                                | 5.2    | 2008 |
| tt1321870 | Gangster Squad                                                       | 6.7    | 2013 |
| tt0029583 | Snow White and the Seven Dwarfs                                      | 7.6    | 1937 |
| tt0133152 | Planet of the Apes                                                   | 5.7    | 2001 |
| tt0061852 | The Jungle Book                                                      | 7.6    | 1967 |
| tt0298814 | The Core                                                             | 5.5    | 2003 |
| tt1817273 | The Place Beyond the Pines                                           | 7.3    | 2012 |
| tt0097757 | The Little Mermaid                                                   | 7.6    | 1989 |
| tt1951264 | The Hunger Games: Catching Fire                                      | 7.5    | 2013 |
| tt0043456 | The Day the Earth Stood Still                                        | 7.8    | 1951 |
| tt0094291 | Wall Street                                                          | 7.3    | 1987 |
| tt0884328 | The Mist                                                             | 7.1    | 2007 |
| tt1059786 | Eagle Eye                                                            | 6.6    | 2008 |
| tt0164184 | The Sum of All Fears                                                 | 6.4    | 2002 |
| tt0032455 | Fantasia                                                             | 7.7    | 1940 |
| tt0120804 | Resident Evil                                                        | 6.6    | 2002 |
| tt0062512 | You Only Live Twice                                                  | 6.8    | 1967 |
| tt0042332 | Cinderella                                                           | 7.3    | 1950 |
| tt0032910 | Pinocchio                                                            | 7.5    | 1940 |
| tt0095489 | The Land Before Time                                                 | 7.4    | 1988 |
| tt1509767 | The Three Musketeers                                                 | 5.7    | 2011 |
| tt0102798 | Robin Hood: Prince of Thieves                                        | 6.9    | 1991 |
| tt0360717 | King Kong                                                            | 7.2    | 2005 |
| tt0146984 | The Legend of Bagger Vance                                           | 6.7    | 2000 |
| tt1591479 | Act of Valor                                                         | 6.4    | 2012 |
| tt0346491 | Alexander                                                            | 5.6    | 2004 |
| tt1156398 | Zombieland                                                           | 7.6    | 2009 |
| tt0338337 | Paycheck                                                             | 6.3    | 2003 |
| tt0080453 | The Blue Lagoon                                                      | 5.8    | 1980 |
| tt0113071 | First Knight                                                         | 6.0    | 1995 |
| tt1798709 | Her                                                                  | 8.0    | 2013 |
| tt0454921 | The Pursuit of Happyness                                             | 8.0    | 2006 |
| tt1872181 | The Amazing Spider-Man 2                                             | 6.6    | 2014 |
| tt0368933 | The Princess Diaries 2: Royal Engagement                             | 5.8    | 2004 |
| tt0129387 | There's Something About Mary                                         | 7.1    | 1998 |
| tt0790724 | Jack Reacher                                                         | 7.0    | 2012 |
| tt1735898 | Snow White and the Huntsman                                          | 6.1    | 2012 |
| tt0146316 | Lara Croft: Tomb Raider                                              | 5.7    | 2001 |
| tt0325703 | Lara Croft Tomb Raider: The Cradle of Life                           | 5.5    | 2003 |
| tt1018785 | The Sisterhood of the Traveling Pants 2                              | 6.2    | 2008 |
| tt1182345 | Moon                                                                 | 7.8    | 2009 |
| tt0455538 | How to Lose Friends & Alienate People                                | 6.4    | 2008 |
| tt0431197 | The Kingdom                                                          | 7.0    | 2007 |
| tt0403508 | The Sisterhood of the Traveling Pants                                | 6.5    | 2005 |
| tt0455824 | Australia                                                            | 6.6    | 2008 |
| tt0120746 | The Mask of Zorro                                                    | 6.8    | 1998 |
| tt0106582 | Cliffhanger                                                          | 6.5    | 1993 |
| tt0120461 | Volcano                                                              | 5.5    | 1997 |
| tt0034492 | Bambi                                                                | 7.3    | 1942 |
| tt1183252 | Chocolate                                                            | 6.9    | 2008 |
| tt0320661 | Kingdom of Heaven                                                    | 7.2    | 2005 |
| tt0454945 | She's the Man                                                        | 6.3    | 2006 |
| tt0426578 | Sophie Scholl - Die letzten Tage                                     | 7.6    | 2005 |
| tt0078788 | Apocalypse Now                                                       | 8.5    | 1979 |
| tt0332280 | The Notebook                                                         | 7.8    | 2004 |
| tt0112384 | Apollo 13                                                            | 7.7    | 1995 |
| tt0079574 | Moonraker                                                            | 6.2    | 1979 |
| tt0443272 | Lincoln                                                              | 7.3    | 2012 |
| tt1046173 | G.I. Joe: The Rise of Cobra                                          | 5.7    | 2009 |
| tt0970416 | The Day the Earth Stood Still                                        | 5.5    | 2008 |
| tt0397535 | Memoirs of a Geisha                                                  | 7.3    | 2005 |
| tt0385307 | Miss Congeniality 2: Armed & Fabulous                                | 5.1    | 2005 |
| tt1645089 | Inside Job                                                           | 8.2    | 2010 |
| tt1853563 | Foo Fighters: Back and Forth                                         | 8.2    | 2011 |
| tt0116409 | The Ghost and the Darkness                                           | 6.8    | 1996 |
| tt0150662 | Fucking Åmål                                                         | 7.5    | 1998 |
| tt0929632 | Precious                                                             | 7.3    | 2009 |
| tt0181689 | Minority Report                                                      | 7.7    | 2002 |
| tt0120689 | The Green Mile                                                       | 8.6    | 1999 |
| tt0110475 | The Mask                                                             | 6.9    | 1994 |
| tt2332579 | Crystal Fairy y el cactus mágico                                     | 5.8    | 2013 |
| tt0464154 | Piranha 3D                                                           | 5.5    | 2010 |
| tt2724064 | Sharknado                                                            | 3.3    | 2013 |
| tt1583421 | G.I. Joe: Retaliation                                                | 5.7    | 2013 |
| tt1921064 | Pompeii                                                              | 5.5    | 2014 |
| tt0316654 | Spider-Man 2                                                         | 7.4    | 2004 |
| tt0087365 | Greystoke: The Legend of Tarzan, Lord of the Apes                    | 6.4    | 1984 |
| tt0093058 | Full Metal Jacket                                                    | 8.3    | 1987 |
| tt0365748 | Shaun of the Dead                                                    | 7.9    | 2004 |
| tt0141926 | U-571                                                                | 6.6    | 2000 |
| tt2209764 | Transcendence                                                        | 6.2    | 2014 |
| tt1343092 | The Great Gatsby                                                     | 7.2    | 2013 |
| tt0060196 | Il buono, il brutto, il cattivo                                      | 8.8    | 1966 |
| tt1631867 | Edge of Tomorrow                                                     | 7.9    | 2014 |
| tt0112740 | Crimson Tide                                                         | 7.3    | 1995 |
| tt0448157 | Hancock                                                              | 6.4    | 2008 |
| tt1490017 | The Lego Movie                                                       | 7.7    | 2014 |
| tt2294449 | 22 Jump Street                                                       | 7.0    | 2014 |
| tt0349710 | Ladder 49                                                            | 6.5    | 2004 |
| tt1067106 | A Christmas Carol                                                    | 6.8    | 2009 |
| tt0109444 | Clear and Present Danger                                             | 6.9    | 1994 |
| tt0105695 | Unforgiven                                                           | 8.2    | 1992 |
| tt1877832 | X-Men: Days of Future Past                                           | 7.9    | 2014 |
| tt1979320 | Rush                                                                 | 8.1    | 2013 |
| tt0425112 | Hot Fuzz                                                             | 7.8    | 2007 |
| tt0413300 | Spider-Man 3                                                         | 6.2    | 2007 |
| tt0467406 | Juno                                                                 | 7.5    | 2007 |
| tt0071562 | The Godfather Part II                                                | 9.0    | 1974 |
| tt1392170 | The Hunger Games                                                     | 7.2    | 2012 |
| tt2024469 | Non-Stop                                                             | 6.9    | 2014 |
| tt1217209 | Brave                                                                | 7.1    | 2012 |
| tt0381061 | Casino Royale                                                        | 8.0    | 2006 |
| tt0463854 | 28 Weeks Later                                                       | 6.9    | 2007 |
| tt0332452 | Troy                                                                 | 7.3    | 2004 |
| tt2306745 | Sound City                                                           | 7.8    | 2013 |
| tt1055369 | Transformers: Revenge of the Fallen                                  | 5.9    | 2009 |
| tt1205537 | Jack Ryan: Shadow Recruit                                            | 6.2    | 2014 |
| tt1515091 | Sherlock Holmes: A Game of Shadows                                   | 7.4    | 2011 |
| tt0407304 | War of the Worlds                                                    | 6.5    | 2005 |
| tt1959490 | Noah                                                                 | 5.8    | 2014 |
| tt0903624 | The Hobbit: An Unexpected Journey                                    | 7.8    | 2012 |
| tt0317219 | Cars                                                                 | 7.2    | 2006 |
| tt1706593 | Chronicle                                                            | 7.0    | 2012 |
| tt0443706 | Zodiac                                                               | 7.7    | 2007 |
| tt0113497 | Jumanji                                                              | 7.0    | 1995 |
| tt1320253 | The Expendables                                                      | 6.4    | 2010 |
| tt1170358 | The Hobbit: The Desolation of Smaug                                  | 7.8    | 2013 |
| tt1606378 | A Good Day to Die Hard                                               | 5.2    | 2013 |
| tt2302755 | Olympus Has Fallen                                                   | 6.5    | 2013 |
| tt0831387 | Godzilla                                                             | 6.4    | 2014 |
| tt0103639 | Aladdin                                                              | 8.0    | 1992 |
| tt0119137 | Flubber                                                              | 5.3    | 1997 |
| tt0112442 | Bad Boys                                                             | 6.8    | 1995 |
| tt1409024 | Men in Black 3                                                       | 6.8    | 2012 |
| tt0416449 | 300                                                                  | 7.6    | 2006 |
| tt0458525 | X-Men Origins: Wolverine                                             | 6.5    | 2009 |
| tt0450385 | 1408                                                                 | 6.8    | 2007 |
| tt2369135 | Need for Speed                                                       | 6.4    | 2014 |
| tt1840309 | Divergent                                                            | 6.6    | 2014 |
| tt1038988 | [Rec]                                                                | 7.4    | 2007 |
| tt0209475 | The Wedding Planner                                                  | 5.3    | 2001 |
| tt1234721 | RoboCop                                                              | 6.2    | 2014 |
| tt1226229 | Get Him to the Greek                                                 | 6.3    | 2010 |
| tt1190080 | 2012                                                                 | 5.8    | 2009 |
| tt0093870 | RoboCop                                                              | 7.6    | 1987 |
| tt0120338 | Titanic                                                              | 7.9    | 1997 |
| tt1213663 | The World's End                                                      | 6.9    | 2013 |
| tt0240772 | Ocean's Eleven                                                       | 7.7    | 2001 |
| tt1119646 | The Hangover                                                         | 7.7    | 2009 |
| tt1843866 | Captain America: The Winter Soldier                                  | 7.8    | 2014 |
| tt0170016 | How the Grinch Stole Christmas                                       | 6.2    | 2000 |
| tt0315327 | Bruce Almighty                                                       | 6.7    | 2003 |
| tt0398286 | Tangled                                                              | 7.7    | 2010 |
| tt1714203 | Piranha 3DD                                                          | 3.7    | 2012 |
| tt0800039 | Forgetting Sarah Marshall                                            | 7.1    | 2008 |
| tt1253863 | 300: Rise of an Empire                                               | 6.2    | 2014 |
| tt0120912 | Men in Black II                                                      | 6.1    | 2002 |
| tt0119654 | Men in Black                                                         | 7.3    | 1997 |
| tt2872732 | Lucy                                                                 | 6.4    | 2014 |
| tt1547234 | Premium Rush                                                         | 6.5    | 2012 |
| tt1448755 | Killer Elite                                                         | 6.4    | 2011 |
| tt1001508 | He's Just Not That Into You                                          | 6.4    | 2009 |
| tt0102057 | Hook                                                                 | 6.8    | 1991 |
| tt1027718 | Wall Street: Money Never Sleeps                                      | 6.2    | 2010 |
| tt1599348 | Safe House                                                           | 6.7    | 2012 |
| tt0264464 | Catch Me If You Can                                                  | 8.1    | 2002 |
| tt1632708 | Friends with Benefits                                                | 6.5    | 2011 |
| tt0446029 | Scott Pilgrim vs. the World                                          | 7.5    | 2010 |
| tt1596350 | This Means War                                                       | 6.3    | 2012 |
| tt1038919 | The Bounty Hunter                                                    | 5.5    | 2010 |
| tt2015381 | Guardians of the Galaxy                                              | 8.0    | 2014 |
| tt0118715 | The Big Lebowski                                                     | 8.1    | 1998 |
| tt0112642 | Casper                                                               | 6.1    | 1995 |
| tt0430105 | Four Brothers                                                        | 6.8    | 2005 |
| tt0363547 | Dawn of the Dead                                                     | 7.3    | 2004 |
| tt2109248 | Transformers: Age of Extinction                                      | 5.6    | 2014 |
| tt1037705 | The Book of Eli                                                      | 6.8    | 2010 |
| tt0328880 | Brother Bear                                                         | 6.8    | 2003 |
| tt0075314 | Taxi Driver                                                          | 8.2    | 1976 |
| tt1601913 | The Grey                                                             | 6.8    | 2011 |
| tt1245492 | This Is the End                                                      | 6.6    | 2013 |
| tt0083866 | E.T. the Extra-Terrestrial                                           | 7.9    | 1982 |
| tt2103281 | Dawn of the Planet of the Apes                                       | 7.6    | 2014 |
| tt0120179 | Speed 2: Cruise Control                                              | 3.9    | 1997 |
| tt0114148 | Pocahontas                                                           | 6.7    | 1995 |
| tt0458352 | The Devil Wears Prada                                                | 6.9    | 2006 |
| tt1438254 | Charlie St. Cloud                                                    | 6.4    | 2010 |
| tt1386588 | The Other Guys                                                       | 6.6    | 2010 |
| tt1981677 | Pitch Perfect                                                        | 7.1    | 2012 |
| tt0364725 | Dodgeball: A True Underdog Story                                     | 6.7    | 2004 |
| tt0099785 | Home Alone                                                           | 7.7    | 1990 |
| tt0057076 | From Russia with Love                                                | 7.4    | 1963 |
| tt0360486 | Constantine                                                          | 7.0    | 2005 |
| tt1245112 | [Rec]²                                                               | 6.5    | 2009 |
| tt1229360 | It Might Get Loud                                                    | 7.6    | 2008 |
| tt0300471 | Shanghai Knights                                                     | 6.2    | 2003 |
| tt2177771 | The Monuments Men                                                    | 6.1    | 2014 |
| tt0975645 | Hitchcock                                                            | 6.8    | 2012 |
| tt1018818 | Assassination of a High School President                             | 6.2    | 2008 |
| tt0116583 | The Hunchback of Notre Dame                                          | 7.0    | 1996 |
| tt0497465 | Vicky Cristina Barcelona                                             | 7.1    | 2008 |
| tt1478338 | Bridesmaids                                                          | 6.8    | 2011 |
| tt0267626 | K-19: The Widowmaker                                                 | 6.7    | 2002 |
| tt1152836 | Public Enemies                                                       | 7.0    | 2009 |
| tt0901476 | Bride Wars                                                           | 5.4    | 2009 |
| tt0251114 | Hart's War                                                           | 6.3    | 2002 |
| tt0816692 | Interstellar                                                         | 8.6    | 2014 |
| tt0206634 | Children of Men                                                      | 7.9    | 2006 |
| tt1285016 | The Social Network                                                   | 7.8    | 2010 |
| tt1622979 | Final Destination 5                                                  | 5.9    | 2011 |
| tt0111503 | True Lies                                                            | 7.3    | 1994 |
| tt0335266 | Lost in Translation                                                  | 7.7    | 2003 |
| tt0118884 | Contact                                                              | 7.5    | 1997 |
| tt0104431 | Home Alone 2: Lost in New York                                       | 6.8    | 1992 |
| tt2713180 | Fury                                                                 | 7.5    | 2014 |
| tt0062622 | 2001: A Space Odyssey                                                | 8.3    | 1968 |
| tt0381849 | 3:10 to Yuma                                                         | 7.7    | 2007 |
| tt2333784 | The Expendables 3                                                    | 6.1    | 2014 |
| tt1542344 | 127 Hours                                                            | 7.6    | 2010 |
| tt0435625 | The Descent                                                          | 7.2    | 2005 |
| tt1951265 | The Hunger Games: Mockingjay - Part 1                                | 6.6    | 2014 |
| tt0338348 | The Polar Express                                                    | 6.6    | 2004 |
| tt0770752 | Fool's Gold                                                          | 5.7    | 2008 |
| tt0377092 | Mean Girls                                                           | 7.1    | 2004 |
| tt0046183 | Peter Pan                                                            | 7.3    | 1953 |
| tt1475582 | Sherlock                                                             | 9.1    | 2010 |
| tt0185906 | Band of Brothers                                                     | 9.4    | 2001 |
| tt0374463 | The Pacific                                                          | 8.3    | 2010 |
| tt1856010 | House of Cards                                                       | 8.7    | 2013 |
| tt0412142 | House M.D.                                                           | 8.7    | 2004 |
| tt0910936 | Pineapple Express                                                    | 6.9    | 2008 |
| tt0167190 | Hellboy                                                              | 6.8    | 2004 |
| tt0108052 | Schindler's List                                                     | 9.0    | 1993 |
| tt0094226 | The Untouchables                                                     | 7.9    | 1987 |
| tt1334260 | Never Let Me Go                                                      | 7.1    | 2010 |
| tt0864761 | The Duchess                                                          | 6.9    | 2008 |
| tt0286499 | Bend It Like Beckham                                                 | 6.7    | 2002 |
| tt0465538 | Michael Clayton                                                      | 7.2    | 2007 |
| tt1440728 | The American                                                         | 6.3    | 2010 |
| tt0497116 | An Inconvenient Truth                                                | 7.4    | 2006 |
| tt0428803 | La marche de l'empereur                                              | 7.5    | 2005 |
| tt0903747 | Breaking Bad                                                         | 9.5    | 2008 |
| tt0053285 | Sleeping Beauty                                                      | 7.2    | 1959 |
| tt1057500 | Invictus                                                             | 7.3    | 2009 |
| tt0332379 | School of Rock                                                       | 7.2    | 2003 |
| tt0431308 | P.S. I Love You                                                      | 7.0    | 2007 |
| tt0414387 | Pride & Prejudice                                                    | 7.8    | 2005 |
| tt0448011 | Knowing                                                              | 6.2    | 2009 |
| tt0250494 | Legally Blonde                                                       | 6.4    | 2001 |
| tt0088944 | Commando                                                             | 6.7    | 1985 |
| tt0455275 | Prison Break                                                         | 8.3    | 2005 |
| tt1234548 | The Men Who Stare at Goats                                           | 6.2    | 2009 |
| tt1646971 | How to Train Your Dragon 2                                           | 7.8    | 2014 |
| tt0183505 | Me, Myself & Irene                                                   | 6.6    | 2000 |
| tt0783233 | Atonement                                                            | 7.8    | 2007 |
| tt0443489 | Dreamgirls                                                           | 6.5    | 2006 |
| tt1796960 | Homeland                                                             | 8.3    | 2011 |
| tt0145681 | The Bone Collector                                                   | 6.7    | 1999 |
| tt0114388 | Sense and Sensibility                                                | 7.7    | 1995 |
| tt0795421 | Mamma Mia!                                                           | 6.4    | 2008 |
| tt0092099 | Top Gun                                                              | 6.9    | 1986 |
| tt0112130 | Pride and Prejudice                                                  | 8.8    | 1995 |
| tt0411477 | Hellboy II: The Golden Army                                          | 7.0    | 2008 |
| tt1174732 | An Education                                                         | 7.3    | 2009 |
| tt0425637 | Chi bi                                                               | 7.3    | 2008 |
| tt1326972 | Chi bi: Jue zhan tian xia                                            | 7.5    | 2009 |
| tt0414982 | Final Destination 3                                                  | 5.8    | 2006 |
| tt1458175 | The Next Three Days                                                  | 7.3    | 2010 |
| tt2802144 | Kingsman: The Secret Service                                         | 7.7    | 2014 |
| tt0329774 | xXx: State of the Union                                              | 4.4    | 2005 |
| tt3062074 | Sharknado 2: The Second One                                          | 4.0    | 2014 |
| tt1433108 | Faster                                                               | 6.4    | 2010 |
| tt2562232 | Birdman or (The Unexpected Virtue of Ignorance)                      | 7.7    | 2014 |
| tt1790864 | The Maze Runner                                                      | 6.8    | 2014 |
| tt2582802 | Whiplash                                                             | 8.5    | 2014 |
| tt2084970 | The Imitation Game                                                   | 8.0    | 2014 |
| tt2179136 | American Sniper                                                      | 7.3    | 2014 |
| tt2083383 | Trouble with the Curve                                               | 6.8    | 2012 |
| tt0461770 | Enchanted                                                            | 7.1    | 2007 |
| tt1340800 | Tinker Tailor Soldier Spy                                            | 7.0    | 2011 |
| tt0409182 | Poseidon                                                             | 5.7    | 2006 |
| tt0373469 | Kiss Kiss Bang Bang                                                  | 7.5    | 2005 |
| tt0780536 | In Bruges                                                            | 7.9    | 2008 |
| tt0452623 | Gone Baby Gone                                                       | 7.6    | 2007 |
| tt0375679 | Crash                                                                | 7.8    | 2004 |
| tt0887883 | Burn After Reading                                                   | 7.0    | 2008 |
| tt1428538 | Hansel & Gretel: Witch Hunters                                       | 6.1    | 2013 |
| tt1144884 | The Final Destination                                                | 5.1    | 2009 |
| tt0309593 | Final Destination 2                                                  | 6.2    | 2003 |
| tt1403865 | True Grit                                                            | 7.6    | 2010 |
| tt0033563 | Dumbo                                                                | 7.2    | 1941 |
| tt0120657 | The 13th Warrior                                                     | 6.6    | 1999 |
| tt0137494 | Entrapment                                                           | 6.3    | 1999 |
| tt0804503 | Mad Men                                                              | 8.7    | 2007 |
| tt0317198 | Bridget Jones: The Edge of Reason                                    | 5.9    | 2004 |
| tt0187393 | The Patriot                                                          | 7.2    | 2000 |
| tt0418763 | Jarhead                                                              | 7.0    | 2005 |
| tt0195714 | Final Destination                                                    | 6.7    | 2000 |
| tt0077631 | Grease                                                               | 7.2    | 1978 |
| tt0190590 | O Brother, Where Art Thou?                                           | 7.7    | 2000 |
| tt0118928 | Dante's Peak                                                         | 6.0    | 1997 |
| tt0913968 | Tau ming chong                                                       | 7.0    | 2007 |
| tt0427229 | Failure to Launch                                                    | 5.6    | 2006 |
| tt2310332 | The Hobbit: The Battle of the Five Armies                            | 7.4    | 2014 |
| tt0116695 | Jerry Maguire                                                        | 7.3    | 1996 |
| tt2820852 | Fast & Furious 7                                                     | 7.1    | 2015 |
| tt0462396 | The Last Legion                                                      | 5.4    | 2007 |
| tt2518788 | 1                                                                    | 7.9    | 2013 |
| tt0445934 | Blades of Glory                                                      | 6.3    | 2007 |
| tt0327679 | Ella Enchanted                                                       | 6.3    | 2004 |
| tt2395427 | Avengers: Age of Ultron                                              | 7.3    | 2015 |
| tt0970866 | Little Fockers                                                       | 5.5    | 2010 |
| tt0435705 | Next                                                                 | 6.2    | 2007 |
| tt0427327 | Hairspray                                                            | 6.7    | 2007 |
| tt0117998 | Twister                                                              | 6.4    | 1996 |
| tt0203009 | Moulin Rouge!                                                        | 7.6    | 2001 |
| tt1706620 | Snowpiercer                                                          | 7.1    | 2013 |
| tt1441395 | Under the Skin                                                       | 6.3    | 2013 |
| tt0483607 | Doomsday                                                             | 5.9    | 2008 |
| tt0485947 | Mr. Nobody                                                           | 7.8    | 2009 |
| tt1815862 | After Earth                                                          | 4.8    | 2013 |
| tt0371724 | The Hitchhiker's Guide to the Galaxy                                 | 6.7    | 2005 |
| tt0118583 | Alien Resurrection                                                   | 6.2    | 1997 |
| tt0149261 | Deep Blue Sea                                                        | 5.9    | 1999 |
| tt1385826 | The Adjustment Bureau                                                | 7.0    | 2011 |
| tt1985966 | Cloudy with a Chance of Meatballs 2                                  | 6.3    | 2013 |
| tt0311429 | The League of Extraordinary Gentlemen                                | 5.8    | 2003 |
| tt1034032 | Gamer                                                                | 5.7    | 2009 |
| tt0091064 | The Fly                                                              | 7.6    | 1986 |
| tt0120685 | Godzilla                                                             | 5.4    | 1998 |
| tt1098327 | Dragonball Evolution                                                 | 2.6    | 2009 |
| tt0358082 | Robots                                                               | 6.4    | 2005 |
| tt0409847 | Cowboys & Aliens                                                     | 6.0    | 2011 |
| tt1034314 | Iron Sky                                                             | 5.9    | 2012 |
| tt0373051 | Journey to the Center of the Earth                                   | 5.8    | 2008 |
| tt0443701 | The X Files: I Want to Believe                                       | 5.9    | 2008 |
| tt3322312 | Daredevil                                                            | 8.6    | 2015 |
| tt1034389 | The Eagle                                                            | 6.2    | 2011 |
| tt0470752 | Ex Machina                                                           | 7.7    | 2014 |
| tt1617661 | Jupiter Ascending                                                    | 5.3    | 2015 |
| tt1823672 | Chappie                                                              | 6.8    | 2015 |
| tt0365830 | Tenacious D in The Pick of Destiny                                   | 6.8    | 2006 |
| tt1104001 | Tron                                                                 | 6.8    | 2010 |
| tt1528100 | Exodus: Gods and Kings                                               | 6.0    | 2014 |
| tt0844471 | Cloudy with a Chance of Meatballs                                    | 6.9    | 2009 |
| tt0386140 | The Legend of Zorro                                                  | 5.9    | 2005 |
| tt0944947 | Game of Thrones                                                      | 9.2    | 2011 |
| tt2267998 | Gone Girl                                                            | 8.1    | 2014 |
| tt0086197 | The Right Stuff                                                      | 7.8    | 1983 |
| tt0478970 | Ant-Man                                                              | 7.3    | 2015 |
| tt2381941 | Focus                                                                | 6.6    | 2015 |
| tt0056172 | Lawrence of Arabia                                                   | 8.3    | 1962 |
| tt1243974 | Aloha                                                                | 5.4    | 2015 |
| tt1638355 | The Man from U.N.C.L.E.                                              | 7.2    | 2015 |
| tt2848292 | Pitch Perfect 2                                                      | 6.4    | 2015 |
| tt1323594 | Despicable Me                                                        | 7.6    | 2010 |
| tt1233301 | Ironclad                                                             | 6.1    | 2011 |
| tt0099674 | The Godfather Part III                                               | 7.6    | 1990 |
| tt2381249 | Mission: Impossible - Rogue Nation                                   | 7.4    | 2015 |
| tt0307453 | Shark Tale                                                           | 6.0    | 2004 |
| tt1655441 | The Age of Adaline                                                   | 7.2    | 2015 |
| tt0882978 | San guo zhi jian long xie jia                                        | 6.1    | 2008 |
| tt2692250 | Night at the Museum: Secret of the Tomb                              | 6.2    | 2014 |
| tt0443649 | 10,000 BC                                                            | 5.1    | 2008 |
| tt1632701 | Suits                                                                | 8.5    | 2011 |
| tt0163503 | Top Gear                                                             | 8.4    | 1978 |
